Epoch,Quantum_Loss,Classical_Loss
0,80.08352072171796,80.78062274587597
1,78.86465846877401,79.75483204952502
2,77.52561025794455,78.63051108110993
3,76.06538013852705,77.40486315439581
4,74.48731299612548,76.07811012696314
5,72.79953226014888,74.65408129281771
6,71.01484155346236,73.14048203638718
7,69.15005165338675,71.54873658037627
8,67.2248365125232,69.8933904324181
9,65.26033207600194,68.19116328458868
10,63.2777275338451,66.45982061681808
11,61.297057899327335,64.71705426452695
12,59.33632042871546,62.979528857905905
13,57.41094588480008,61.26218542991094
14,55.533587427083425,59.57782475437265
15,53.71415430132304,57.936941521523245
16,51.96000962800626,56.34775313466546
17,50.276260935104425,54.816360374031
18,48.66608875721456,53.346983838124274
19,47.13107597732308,51.94223262056942
20,45.671515255640884,50.60337504151352
21,44.28668281992022,49.33059275562359
22,42.975074289842624,48.12320828038732
23,41.73460278561767,46.97988199856489
24,40.56276211767139,45.898778483616006
25,39.456759048885196,44.87770416533554
26,38.41361897659152,43.91421941752472
27,37.43026925609703,43.00572851525916
28,36.50360401493293,42.14955086412352
29,35.63053383210422,41.342976639725535
30,34.8080231636181,40.58330961406267
31,34.03311792985409,39.86789955810936
32,33.30296526321195,39.19416623738182
33,32.614827053188826,38.55961667910706
34,31.966088620031126,37.96185709374487
35,31.354263592928547,37.39860058088711
36,30.7769958582555,36.86767153726902
37,30.232059271171234,36.367007508413586
38,29.7173556838316,35.89465908041998
39,29.23091173004287,35.448788289831036
40,28.77087471464123,35.02766593301921
41,28.33550788218405,34.6296680782878
42,27.9231852803364,34.25327202062514
43,27.53238638586629,33.89705186802533
44,27.161690623166546,33.55967390721713
45,26.809771874862996,33.23989186364577
46,26.475393059860977,32.93654214409356
47,26.15740083492384,32.648539129153484
48,25.854720460595495,32.37487056586711
49,25.566350860198327,32.11459309738428
50,25.29135989112171,31.866827955824604
51,25.028879840165978,31.63075683608633
52,24.77810314890624,31.405617961716228
53,24.538278370568356,31.19070234877489
54,24.3087063564949,30.98535026961895
55,24.08873666771372,30.788947915446276
56,23.877764205230182,30.60092425412435
57,23.675226051309025,30.420748078097013
58,23.480598513083304,30.247925235917375
59,23.293394359231364,30.081996040087958
60,23.11316024013098,29.922532843321846
61,22.93947428177074,29.76913777500862
62,22.77194384372586,29.62144062952233
63,22.610203431654902,29.479096898005146
64,22.45391275500851,29.341785935365895
65,22.302754920943062,29.209209254419356
66,22.156434755780626,29.081088939340127
67,22.014677245732663,28.957166170894624
68,21.877226089001727,28.837199856234673
69,21.743842351781424,28.72096535637354
70,21.614303221080657,28.60825330481251
71,21.488400847702575,28.49886851113686
72,21.365941273102475,28.392628943747653
73,21.24674343423399,28.289364786238295
74,21.130638240862083,28.188917562257394
75,21.01746772017634,28.09113932402148
76,20.907084223878392,27.995891899950156
77,20.799349693237176,27.903046197191593
78,20.694134977912892,27.812481555087327
79,20.591319204637966,27.724085145892207
80,20.49078919211448,27.637751419316658
81,20.39243890874368,27.553381587696745
82,20.296168970041766,27.470883148820086
83,20.20188617282099,27.390169443646126
84,20.109503063424768,27.311159246355228
85,20.018937537501092,27.233776384345084
86,19.930112468981054,27.157949385964553
87,19.84295536610055,27.083611153935532
88,19.757398052460378,27.01069866256231
89,19.67337637126821,26.93915267696745
90,19.590829911042526,26.868917492722264
91,19.509701751186576,26.799940694360426
92,19.429938225957038,26.732172931374787
93,19.351488705463986,26.66556771040153
94,19.27430539243753,26.600081202391728
95,19.198343133593852,26.535672063659874
96,19.123559244518088,26.472301269781642
97,19.04991334706366,26.40993196138993
98,18.977367218342543,26.348529300989075
99,18.90588465044997,26.28806033997328
100,18.83543132013099,26.228493895095948
101,18.76597466765651,26.16980043369303
102,18.697483784230887,26.111951967015955
103,18.62992930730349,26.054921951077624
104,18.563283323204757,25.998685194459867
105,18.497519276569676,25.943217772572034
106,18.432611886052722,25.888496947888516
107,18.368537065874378,25.834501095728523
108,18.305271852775206,25.781209635173727
109,18.242794337983337,25.728602964750234
110,18.181083603832636,25.676662402528535
111,18.12011966469403,25.625370130321446
112,18.059883411909276,25.574709141683776
113,18.00035656243817,25.524663193439345
114,17.941521610952787,25.47521676048166
115,17.88336178513156,25.426354993613216
116,17.825861003924405,25.37806368020585
117,17.76900383857728,25.3303292074809
118,17.712775476219658,25.283138528222345
119,17.657161685834033,25.236479128750574
120,17.60214878643831,25.19033899899642
121,17.547723617325836,25.14470660452751
122,17.493873510218496,25.099570860389438
123,17.440586263198817,25.05492110663457
124,17.387850116297574,25.010747085420537
125,17.335653728620926,24.967038919569116
126,17.283986156911872,24.923787092483998
127,17.23283683544572,24.880982429333745
128,17.182195557169084,24.83861607941244
129,17.132052455996376,24.79667949959745
130,17.08239799018569,24.75516443882917
131,17.033222926720335,24.71406292354311
132,16.98451832662824,24.673367243989908
133,16.936275531175944,24.633069941383006
134,16.888486148879018,24.593163795818633
135,16.84114204327417,24.553641814916183
136,16.794235321402088,24.51449722313097
137,16.747758322955185,24.475723451694858
138,16.701703610045513,24.437314129143154
139,16.65606395755263,24.399263072389324
140,16.61083234401393,24.361564278311672
141,16.566001943022133,24.32421191581856
142,16.521566115097194,24.28720031836141
143,16.4775184000026,24.250523976866297
144,16.4338525094774,24.214177533057704
145,16.390562320357894,24.178155773149115
146,16.347641868064535,24.142453621877287
147,16.305085340431102,24.10706613685874
148,16.262887071854767,24.071988503247916
149,16.221041537747467,24.03721602867854
150,16.179543349270116,24.00274413847042
151,16.138387248332272,23.968568371085453
152,16.097568102841013,23.934684373817653
153,16.057080902184726,23.90108789870274
154,16.01692075293715,23.86777479863434
155,15.97708287476857,23.834741023674148
156,15.937562596552766,23.801982617544652
157,15.898355352657184,23.76949571429348
158,15.85945667940692,23.737276535119424
159,15.820862211711194,23.705321385350597
160,15.782567679844318,23.673626651565904
161,15.74456890637145,23.642188798851656
162,15.706861803211625,23.61100436818556
163,15.669442368830126,23.58006997394085
164,15.632306685552983,23.549382301503766
165,15.595450916997242,23.518938104998224
166,15.558871305610346,23.48873420511147
167,15.522564170313142,23.458767487015436
168,15.486525904240455,23.42903489837831
169,15.450752972574723,23.399533447461756
170,15.415241910467346,23.370260201298855
171,15.379989321043208,23.341212283948725
172,15.344991873484515,23.312386874823634
173,15.31024630118946,23.28378120708493
174,15.275749400001878,23.25539256610404
175,15.241498026509065,23.227218287985387
176,15.207489096403583,23.199255758147963
177,15.173719582905958,23.171502409962592
178,15.140186515246292,23.14395572344217
179,15.106886977200475,23.116613223982068
180,15.073818105679775,23.08947248114858
181,15.040977089370168,23.062531107512644
182,15.008361167420134,23.035786757526964
183,14.97596762817374,23.00923712644438
184,14.943793807947493,22.982879949275446
185,14.911837089848937,22.95671299978345
186,14.880094902634985,22.93073408951514
187,14.848564719608135,22.9049410668655
188,14.81724405754935,22.879331816174957
189,14.78613047568549,22.853904256857696
190,14.755221574690058,22.8286563425595
191,14.724514995716046,22.803586060344013
