Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.38923783790245,1.3837537773202733,52.22222222222223,60.0
1,1.3859435674152083,1.3816579962464342,,
2,1.3826889501752593,1.3795870177588108,,
3,1.3794735332159866,1.3775405558667102,,
4,1.376296866847138,1.3755183272717124,,
5,1.3731585047032902,1.3735200513633803,,
6,1.3700580037894725,1.3715454502142779,,
7,1.3669949245239688,1.3695942485743176,,
8,1.3639688307783668,1.3676661738644553,,
9,1.3609792899149158,1.3657609561697592,,
10,1.3580258728212387,1.3638783282318525,,
11,1.3551081539424583,1.3620180254407814,,
12,1.3522257113108112,1.3601797858262876,,
13,1.3493781265727793,1.3583633500485408,,
14,1.3465649850138366,1.356568461388327,,
15,1.343785875580836,1.3547948657367135,,
16,1.3410403909021191,1.3530423115842234,,
17,1.338328127305394,1.3513105500095195,,
18,1.3356486848334668,1.3495993346676283,,
19,1.3330016672578477,1.3479084217777104,,
20,1.3303866820903387,1.3462375701104115,64.44444444444444,65.55555555555556
21,1.327803340592616,1.344586540974788,,
22,1.325251257783905,1.3429550982048497,,
23,1.3227300524467989,1.3413430081457145,,
24,1.3202393471312492,1.3397500396394062,,
25,1.3177787681568327,1.3381759640103004,,
26,1.31534794561333,1.3366205550502461,,
27,1.3129465133596616,1.3350835890033685,,
28,1.3105741090212673,1.3335648445505714,,
29,1.3082303739859567,1.3320641027937588,,
30,1.3059149533983003,1.3305811472397822,,
31,1.3036274961526284,1.329115763784133,,
32,1.3013676548846504,1.3276677406944006,,
33,1.2991350859617965,1.3262368685934898,,
34,1.296929449472302,1.3248229404426348,,
35,1.294750409213093,1.3234257515242085,,
36,1.2925976326765223,1.3220450994243411,,
37,1.29047079103602,1.3206807840153703,,
38,1.2883695591306716,1.319332607438118,,
39,1.2862936154488125,1.3180003740840254,,
40,1.2842426421106548,1.3166838905771439,67.77777777777779,66.66666666666666
41,1.2822163248499987,1.3153829657559957,,
42,1.2802143529950865,1.314097410655324,,
43,1.2782364194486187,1.312827038487729,,
44,1.27628222066699,1.3115716646252142,,
45,1.274351456638787,1.3103311065806418,,
46,1.2724438308625732,1.3091051839891172,,
47,1.2705590503240183,1.3078937185893043,,
48,1.2686968254723898,1.3066965342046815,,
49,1.266856870196463,1.305513456724759,,
50,1.2650389017998716,1.3043443140862443,,
51,1.2632426409759387,1.303188936254187,,
52,1.2614678117820195,1.3020471552030977,,
53,1.2597141416133892,1.3009188048980487,,
54,1.257981361176709,1.2998037212757771,,
55,1.2562692044631016,1.2987017422257783,,
56,1.2545774087208563,1.2976127075714143,,
57,1.252905714427807,1.296536459051033,,
58,1.2512538652634035,1.2954728402991116,,
59,1.249621608080496,1.2944216968274238,,
60,1.2480086928768734,1.2933828760062471,66.66666666666666,66.66666666666666
61,1.2464148727665656,1.2923562270456037,,
62,1.2448399039509443,1.2913416009765506,,
63,1.2432835456896467,1.2903388506325215,,
64,1.2417455602713252,1.2893478306307227,,
65,1.2402257129842753,1.2883683973535902,,
66,1.2387237720869326,1.2874004089303193,,
67,1.237239508778287,1.2864437252184544,,
68,1.2357726971682002,1.2854982077855688,,
