Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.4406078447885822,1.4497940187951917,51.6,43.8
1,1.4389969610260733,1.4484482330452029,,
2,1.437404963641821,1.4471183011609616,,
3,1.4358316570369738,1.4458040566427777,,
4,1.4342768468324416,1.4445053341278236,,
5,1.4327403398842973,1.4432219693990476,,
6,1.43122194429848,1.4419537993935672,,
7,1.4297214694447489,1.440700662210557,,
8,1.4282387259699114,1.4394623971186695,,
9,1.426773525810361,1.4382388445629417,,
10,1.4253256822039,1.4370298461712347,,
11,1.4238950097008902,1.4358352447602114,,
12,1.42248132417472,1.434654884340834,,
13,1.421084442831623,1.4334886101234414,,
14,1.4197041842198344,1.4323362685223129,,
15,1.4183403682381273,1.4311977071598776,,
16,1.4169928161436964,1.4300727748704176,,
17,1.415661350559488,1.428961321703411,,
18,1.414345795480849,1.4278631989264032,,
19,1.4130459762816747,1.4267782590275264,,
20,1.4117617197198982,1.4257063557175838,55.60000000000001,48.8
21,1.4104928539425179,1.4246473439317595,,
22,1.4092392084899803,1.4236010798309455,,
23,1.4080006143000947,1.4225674208027097,,
24,1.4067769037113884,1.4215462254618796,,
25,1.405567910465966,1.4205373536507788,,
26,1.4043734697118815,1.4195406664391368,,
27,1.4031934180049972,1.4185560261236287,,
28,1.4020275933103912,1.4175832962271062,,
29,1.400875835003316,1.4166223414975223,,
30,1.3997379838696538,1.4156730279065008,,
31,1.3986138821060217,1.4147352226476473,,
32,1.3975033733193734,1.4138087941345383,,
33,1.3964063025262392,1.4128936119984352,,
34,1.39532251615153,1.4119895470857147,,
35,1.394251862026998,1.4110964714550256,,
36,1.393194189389272,1.4102142583742046,,
37,1.3921493488775596,1.4093427823169022,,
38,1.3911171925309933,1.4084819189590037,,
39,1.3900975737856094,1.407631545174765,,
40,1.3890903474710425,1.4067915390327634,58.4,53.2
41,1.3880953698068212,1.405961779791603,,
42,1.3871124983984635,1.4051421478954085,,
43,1.3861415922331612,1.4043325249690937,,
44,1.3851825116752594,1.4035327938134752,,
45,1.3842351184614032,1.4027428384001526,,
46,1.3832992756954474,1.4019625438662018,,
47,1.382374847843106,1.4011917965087273,,
48,1.381461700726317,1.4004304837792059,,
49,1.3805597015174331,1.3996784942776808,,
50,1.3796687187330965,1.3989357177468005,,
51,1.3787886222280057,1.3982020450656893,,
52,1.3779192831883311,1.3974773682437032,,
53,1.3770605741250743,1.3967615804140194,,
54,1.376212368867099,1.3960545758271024,,
55,1.3753745425541006,1.3953562498440475,,
56,1.374546971629285,1.3946664989298072,,
57,1.3737295338319604,1.3939852206462975,,
58,1.3729221081899392,1.3933123136453784,,
59,1.3721245750117672,1.3926476776617884,,
60,1.3713368158788442,1.391991213505902,64.60000000000001,57.599999999999994
61,1.3705587136373905,1.391342823056464,,
62,1.3697901523902631,1.3907024092532094,,
63,1.3690310174886837,1.3900698760893857,,
64,1.3682811955238239,1.3894451286042406,,
65,1.367540574318293,1.388828072875394,,
66,1.3668090429175106,1.3882186160111654,,
67,1.3660864915810025,1.3876166661428686,,
68,1.3653728117735815,1.3870221324169631,,
69,1.3646678961564667,1.3864349249872727,,
70,1.3639716385783038,1.3858549550070363,,
71,1.3632839340661278,1.3852821346209994,,
72,1.362604678816245,1.384716376957431,,
73,1.3619337701850673,1.3841575961201014,,
74,1.3612711066798882,1.3836057071802526,,
75,1.3606165879495946,1.3830606261685012,,
76,1.359970114775339,1.3825222700667439,,
77,1.3593315890611724,1.3819905568000632,,
78,1.3587009138246482,1.3814654052285478,,
79,1.3580779931873883,1.3809467351391698,,
80,1.3574627323655863,1.3804344672375972,68.4,60.4
81,1.3568550376605706,1.379928523140053,,
82,1.3562548164492474,1.3794288253651013,,
83,1.355661977174615,1.3789352973254956,,
84,1.3550764293362134,1.3784478633199875,,
85,1.3544980834805793,1.3779664485251566,,
86,1.3539268511917242,1.3774909789872358,,
87,1.3533626450815381,1.3770213816139607,,
88,1.3528053787803143,1.3765575841664144,,
89,1.3522549669271622,1.3760995152508937,,
90,1.3517113251604875,1.3756471043107883,,
91,1.351174370108497,1.375200281618492,,
92,1.3506440193796763,1.3747589782673058,,
93,1.3501201915533354,1.3743231261633886,,
94,1.3496028061701062,1.3738926580177273,,
95,1.349091783722542,1.373467507338117,,
96,1.3485870456456992,1.3730476084212022,,
97,1.3480885143077344,1.3726328963445116,,
98,1.3475961130005758,1.372223306958539,,
99,1.3471097659305877,1.371818776878875,,
100,1.3466293982092947,1.3714192434783403,74.4,64.2
101,1.346154935844128,1.371024644879185,,
102,1.3456863057292212,1.3706349199453092,,
103,1.3452234356362476,1.3702500082745142,,
104,1.3447662542052699,1.369869850190835,,
105,1.3443146909357047,1.3694943867368525,,
106,1.3438686761772405,1.3691235596660996,,
107,1.3434281411208777,1.3687573114354947,,
108,1.3429930177899876,1.3683955851978078,,
109,1.342563239031418,1.3680383247941827,,
110,1.342138738506656,1.3676854747467238,,
111,1.3417194506830517,1.367336980251079,,
112,1.34130531082509,1.3669927871691407,,
113,1.3408962549857042,1.3666528420217363,,
114,1.3404922199976692,1.3663170919814036,,
115,1.340093143465036,1.3659854848651967,,
116,1.3396989637546404,1.3656579691275563,,
117,1.33930961998764,1.3653344938532392,,
118,1.3389250520311469,1.3650150087502628,,
119,1.3385452004899023,1.3646994641429482,,
120,1.338170006698012,1.3643878109650058,77.8,68.0
121,1.337799412710748,1.364080000752637,,
122,1.337433361296418,1.363775985637748,,
123,1.3370717959282805,1.3634757183411739,,
124,1.3367146607765557,1.3631791521659822,,
125,1.3363619007004532,1.3628862409908205,,
126,1.3360134612403236,1.362596939263318,,
127,1.3356692886098118,1.3623112019935644,,
128,1.335329329688135,1.362028984747605,,
129,1.33499353201238,1.3617502436410354,,
130,1.3346618437698903,1.36147493533264,,
131,1.3343342137907288,1.3612030170180411,,
132,1.334010591540165,1.3609344464234812,,
133,1.3336909271112851,1.3606691817996148,,
134,1.3333751712176243,1.3604071819153696,,
135,1.3330632751858889,1.3601484060518427,,
136,1.3327551909487376,1.3598928139963107,,
137,1.3324508710376244,1.3596403660362097,,
138,1.3321502685757207,1.3593910229532644,,
139,1.3318533372709167,1.3591447460176178,,
140,1.3315600314088378,1.3589014969820155,81.2,71.39999999999999
141,1.3312703058459854,1.3586612380760796,,
142,1.330984116002916,1.3584239320006235,,
143,1.330701417857502,1.3581895419219947,,
144,1.3304221679382278,1.3579580314665411,,
145,1.330146323317601,1.3577293647150572,,
146,1.3298738416055833,1.3575035061973357,,
147,1.3296046809431172,1.3572804208867606,,
148,1.3293387999957118,1.3570600741949501,,
149,1.3290761579470787,1.3568424319664791,,
150,1.3288167144928713,1.3566274604736017,,
151,1.3285604298344287,1.3564151264111035,,
152,1.3283072646726624,1.356205396891138,,
153,1.3280571802019359,1.3559982394381813,,
154,1.3278101381040373,1.3557936219839688,,
155,1.327566100542247,1.3555915128625722,,
156,1.3273250301554105,1.3553918808054295,,
157,1.3270868900521076,1.3551946949365312,,
158,1.3268516438048974,1.3549999247675755,,
159,1.326619255444597,1.354807540193231,,
160,1.326389689454635,1.3546175114864139,85.0,74.8
161,1.3261629107654636,1.3544298092936535,,
162,1.325938884749049,1.3542444046304596,,
163,1.3257175772134029,1.354061268876806,,
164,1.325498954397168,1.3538803737726064,,
165,1.325282982964303,1.3537016914132687,,
166,1.325069629998781,1.3535251942452913,,
167,1.3248588629993794,1.3533508550619304,,
168,1.3246506498745148,1.3531786469988765,,
169,1.324444958937139,1.3530085435299974,,
170,1.3242417588996902,1.3528405184631689,,
171,1.3240410188691156,1.352674545936092,,
172,1.32384270834193,1.3525106004121719,,
173,1.323646797199354,1.3523486566764913,,
174,1.3234532557024896,1.3521886898317808,,
175,1.3232620544875533,1.3520306752944393,,
176,1.3230731645611937,1.351874588790629,,
177,1.322886557295813,1.3517204063523989,,
178,1.3227022044249834,1.3515681043138523,,
179,1.3225200780389232,1.3514176593073512,,
180,1.3223401505799632,1.351269048259795,87.8,76.2
181,1.3221623948381713,1.3511222483889105,,
182,1.321986783946909,1.3509772371996098,,
183,1.321813291378544,1.3508339924803687,,
184,1.321641890940165,1.3506924922996635,,
185,1.3214725567693288,1.3505527150024625,,
186,1.321305263329918,1.3504146392067262,,
187,1.321139985407982,1.3502782437999754,,
188,1.3209766981076823,1.3501435079358877,,
189,1.3208153768472681,1.350010411030952,,
190,1.320655997355072,1.349878932761144,,
191,1.3204985356655896,1.3497490530586425,,
192,1.3203429681156238,1.3496207521085974,,
193,1.320189271340399,1.349494010345937,,
194,1.3200374222698188,1.349368808452214,,
195,1.3198873981246981,1.3492451273524553,,
196,1.319739176413068,1.3491229482121216,,
197,1.3195927349265302,1.349002252434031,,
198,1.319448051736652,1.348883021655358,,
199,1.319305105191404,1.348765237744689,,
200,1.319163873911623,1.3486488827990355,89.2,76.8
201,1.3190243367875758,1.3485339391409943,,
202,1.3188864729754883,1.348420389315843,,
203,1.31875026189418,1.3483082160887399,,
204,1.3186156832217193,1.34819740244191,,
205,1.3184827168921,1.3480879315719134,,
206,1.3183513430919882,1.3479797868868968,,
207,1.3182215422574999,1.3478729520039217,,
208,1.3180932950710242,1.3477674107463018,,
209,1.3179665824580604,1.3476631471409841,,
210,1.317841385584134,1.3475601454159527,,
211,1.317717685851724,1.3474583899976833,,
212,1.317595464897238,1.347357865508601,,
213,1.3174747045880184,1.347258556764599,,
214,1.3173553870194072,1.347160448772578,,
215,1.3172374945118084,1.3470635267279993,,
216,1.3171210096078385,1.3469677760125058,,
217,1.3170059150694635,1.3468731821915272,,
218,1.3168921938752167,1.3467797310119554,,
219,1.3167798292174087,1.3466874083998226,,
220,1.3166688044994002,1.346596200458042,90.4,77.0
221,1.316559103332917,1.3465060934641129,,
222,1.3164507095353686,1.346417073867936,,
223,1.31634360712722,1.34632912828959,,
