Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.5276538675215012,1.4410305931106386,32.30769230769231,48.46153846153846
1,1.523530483599548,1.4391478088546337,,
2,1.519457456612938,1.437287720662128,,
3,1.515434283221851,1.4354500741979952,,
4,1.511460460999776,1.433634617276234,,
5,1.5075354885663672,1.4318410998624114,,
6,1.5036588657169847,1.4300692740754477,,
7,1.4998300935489355,1.4283188941887592,,
8,1.496048674584338,1.4265897166307764,,
9,1.492314112889612,1.424881499984841,,
10,1.488625914191579,1.4231940049885194,,
11,1.4849835859901392,1.421526994532318,,
12,1.481386637667544,1.4198802336578424,,
13,1.4778345805942341,1.418253489555392,,
14,1.4743269282312588,1.4166465315610228,,
15,1.47086319622928,1.4150591311530867,,
16,1.467442902524166,1.4134910619482508,,
17,1.4640655674291922,1.4119420996970313,,
18,1.460730713723858,1.4104120222788394,,
19,1.457437866739347,1.408900609696564,,
20,1.4541865544406536,1.4074076440706969,33.84615384615385,48.46153846153846
21,1.4509763075054014,1.405932909633022,,
22,1.4478066593993826,1.4044761927198746,,
23,1.4446771464488493,1.4030372817649988,,
24,1.4415873079096022,1.4016159672919921,,
25,1.4385366860329045,1.4002120419063748,,
26,1.435524826128263,1.3988253002872872,,
27,1.4325512766231288,1.3974555391788235,,
28,1.4296155891195492,1.3961025573810253,,
29,1.4267173184478277,1.3947661557405375,,
30,1.4238560227172397,1.3934461371409452,,
31,1.4210312633638498,1.3921423064928067,,
32,1.4182426051954866,1.390854470723379,,
33,1.4154896164339295,1.3895824387660778,,
34,1.4127718687543522,1.3883260215496422,,
35,1.4100889373221008,1.3870850319870611,,
36,1.4074404008268318,1.3858592849642357,,
37,1.4048258415140995,1.3846485973284055,,
38,1.4022448452144218,1.3834527878763572,,
39,1.3996970013699102,1.3822716773424042,,
40,1.3971819030585,1.3811050883861669,36.92307692307693,50.0
41,1.394699147015852,1.3799528455801604,,
42,1.3922483336549916,1.3788147753971887,,
43,1.3898290670837246,1.3776907061975707,,
44,1.387440955119911,1.3765804682161975,,
45,1.3850836093046472,1.375483893549432,,
46,1.382756644913409,1.3744008161418677,,
47,1.3804596809652425,1.3733310717729377,,
48,1.3781923402300125,1.3722744980434118,,
49,1.375954249233831,1.371230934361756,,
50,1.3737450382626697,1.370200221930391,,
51,1.3715643413642367,1.3691822037318455,,
52,1.3694117963481873,1.36817672451481,,
53,1.3672870447847019,1.3671836307801049,,
54,1.365189732001498,1.3662027707665725,,
55,1.3631195070793407,1.3652339944368868,,
