Epoch,Quantum_Loss,Classical_Loss,Quantum_Accuracy_Pct,Classical_Accuracy_Pct
0,1.5875140807295305,1.4822789231934055,38.0,50.2
1,1.585274617923146,1.4811794281285149,,
2,1.5830548190637144,1.4800906779048684,,
3,1.5808545866255879,1.4790125932152514,,
4,1.5786738223215955,1.4779450948989095,,
5,1.576512427122537,1.4768881039484059,,
6,1.5743703012768344,1.4758415415163737,,
7,1.5722473443301999,1.4748053289222047,,
8,1.5701434551454752,1.47377938765865,,
9,1.5680585319224498,1.4727636393983559,,
10,1.5659924722178216,1.4717580060003197,,
11,1.5639451729651326,1.4707624095162386,,
12,1.5619165304948373,1.4697767721968227,,
13,1.559906440554328,1.4688010164979666,,
14,1.5579147983280162,1.467835065086894,,
15,1.5559414984574496,1.4668788408481823,,
16,1.5539864350613917,1.465932266889685,,
17,1.5520495017559321,1.4649952665484187,,
18,1.5501305916745785,1.4640677633963117,,
19,1.5482295974883316,1.4631496812458848,,
20,1.5463464114257162,1.4622409441558382,39.0,51.4
21,1.5444809252927765,1.4613414764365347,,
22,1.5426330304930629,1.4604512026554226,,
23,1.5408026180475103,1.45957004764232,,
24,1.5389895786142809,1.4586979364946249,,
25,1.537193802508551,1.4578347945824648,,
26,1.5354151797221824,1.4569805475536772,,
27,1.533653599943342,1.4561351213387599,,
28,1.5319089525760086,1.4552984421557034,,
29,1.5301811267593652,1.4544704365146994,,
30,1.52847001138713,1.4536510312227955,,
31,1.5267754951267196,1.4528401533884145,,
32,1.525097466438302,1.452037730425811,,
33,1.5234358135937411,1.4512436900593881,,
34,1.5217904246953848,1.450457960327942,,
35,1.520161187694703,1.4496804695888128,,
36,1.518547990410801,1.4489111465219175,,
37,1.5169507205487494,1.4481499201336812,,
38,1.5153692657177669,1.4473967197608855,,
39,1.5138035134492351,1.4466514750744186,,
40,1.5122533512145278,1.4459141160828965,39.800000000000004,51.6
41,1.510718666442676,1.4451845731362236,,
42,1.5091993465378424,1.4444627769290155,,
43,1.507695278896592,1.443748658503956,,
44,1.5062063509249994,1.4430421492550378,,
45,1.5047324500555288,1.442343180930704,,
46,1.5032734637637166,1.4416516856368842,,
47,1.5018292795846622,1.4409675958399535,,
48,1.500399785129284,1.4402908443695819,,
49,1.4989848681003664,1.4396213644214733,,
50,1.4975844163084113,1.438959089560023,,
51,1.496198317687214,1.4383039537208775,,
52,1.4948264603092687,1.4376558912133997,,
53,1.4934687324009128,1.4370148367230071,,
54,1.4921250223572387,1.4363807253134697,,
55,1.4907952187567812,1.4357534924290642,,
56,1.4894792103759666,1.4351330738966657,,
57,1.4881768862033034,1.434519405927717,,
58,1.4868881354533674,1.4339124251201414,,
59,1.4856128475804886,1.4333120684601246,,
60,1.4843509122922496,1.4327182733238368,40.6,52.2
61,1.4831022195626897,1.4321309774790445,,
62,1.4818666596452952,1.4315501190866378,,
63,1.4806441230856953,1.430975636702073,,
64,1.4794345007341605,1.4304074692767257,,
65,1.4782376837578028,1.4298455561591465,,
66,1.4770535636525497,1.429289837096253,,
67,1.4758820322548318,1.4287402522344015,,
68,1.474722981753063,1.428196742120413,,
69,1.4735763046988384,1.427659247702485,,
70,1.4724418940178425,1.4271277103310398,,
71,1.4713196430205875,1.4266020717594792,,
72,1.4702094454128072,1.4260822741448618,,
73,1.4691111953056497,1.4255682600485107,,
74,1.4680247872256023,1.4250599724365254,,
75,1.466950116124159,1.4245573546802228,,
76,1.465887077387228,1.42406035055652,,
77,1.4648355668443134,1.423568904248203,,
78,1.463795480777398,1.4230829603441635,,
79,1.4627667159296485,1.4226024638395294,,
